"reference_id","category","equipment","parameter","state","value_min","value_max","unit","reference_type","source_organization","source_document","publication_year","page","source_url","applicability","calculation_note","confidence"
"AC_EWIE067_CSPF","cooling","air_conditioner","seasonal_efficiency","cooling","4.524","4.524","W/W","OFFICIAL","한국에너지공단","효율등급 제품상세 위닉스 EWIE067-MWK (완료 2023-05-12)","2023","웹 / 제품상세","https://eep.energy.or.kr/certification/certi_view_260.aspx?no=260230313","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""standard_test_result"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""model"":""EWIE067-MWK""}","1:1 시험 기준. 정격입력 또는 현장 순간 소비전력 역산 금지.","VERIFIED_SOURCE"
"AC_EWIE067_MONTHLY","cooling","air_conditioner","standard_energy_consumption","cooling","105.3","105.3","kWh/month","OFFICIAL","한국에너지공단","효율등급 제품상세 위닉스 EWIE067-MWK (완료 2023-05-12)","2023","웹 / 제품상세","https://eep.energy.or.kr/certification/certi_view_260.aspx?no=260230313","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""standard_test_result"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""model"":""EWIE067-MWK""}","표준 시험 월간전력량. 매장 월사용량 또는 24시간 평균으로 자동 환산 금지.","VERIFIED_SOURCE"
"LIGHT_LED_W_REQUIRED","lighting","led_luminaire","electric_input","on","","","W","unavailable","기후에너지환경부 / 한국에너지공단","효율관리기자재 운용규정 제2026-137호 (2026-05-27)","2026","별표1 38·39·47 / PDF 191 이후","https://eep.energy.or.kr/common/fnc/file_download.aspx?type=pds&code=262","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_REQUIRED"",""standard"":""KS C 7651; KS C 7652; 해당 품목 기준""}","공식 대표값 없음 - 모델 정격입력 또는 실측 필요. 형광등 안정기·LED 드라이버 손실을 포함한 등기구 입력 기준.","NO_NUMERIC_VALUE"
"LIGHT_FLUORESCENT_W_REQUIRED","lighting","fluorescent_luminaire","electric_input","on","","","W","unavailable","기후에너지환경부 / 한국에너지공단","효율관리기자재 운용규정 제2026-137호 (2026-05-27)","2026","별표1 15·16 / PDF 108 이후","https://eep.energy.or.kr/common/fnc/file_download.aspx?type=pds&code=262","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_REQUIRED"",""standard"":""형광램프 및 안정기 해당 시험기준""}","공식 대표값 없음 - 모델 정격입력 또는 실측 필요. 형광등 안정기·LED 드라이버 손실을 포함한 등기구 입력 기준.","NO_NUMERIC_VALUE"
"LIGHT_HIGH_EFFICIENCY_RULE","lighting","led_luminaire","certification_requirement","rated","","","lm/W","measurement_method","기후에너지환경부 / 한국에너지공단","고효율에너지기자재 보급촉진에 관한 규정 제2026-4호 개정 안내","2026","개정 안내 / 품목별 인증기준","https://eep.energy.or.kr/pds/view.aspx?cate=4&no=194","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""method"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""transition_url"":""https://eep.energy.or.kr/pds/view.aspx?cate=2&no=204""}","고효율 인증은 품목별 광효율·역률·성능 기준. 인증등급만으로 W 또는 고정 절감률을 생성하지 않음. LED 등기구 이관 일정은 별도 확인.","NO_NUMERIC_VALUE"
"REFRIGERATOR_POWER_REQUIRED","food_service","refrigerator","electric_input","cycling","","","W","unavailable","기후에너지환경부 / 한국에너지공단","효율관리기자재 운용규정 제2026-137호 (2026-05-27)","2026","별표1 전기냉장고","https://eep.energy.or.kr/common/fnc/file_download.aspx?type=pds&code=262","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_OR_MEASUREMENT_REQUIRED""}","공식 대표값 없음 - 실측 권고. 정격W는 압축기 연속 평균전력이 아님. 표준 kWh/월과 현장 적산 kWh 구별.","NO_NUMERIC_VALUE"
"FREEZER_POWER_REQUIRED","food_service","freezer","electric_input","cycling","","","W","unavailable","기후에너지환경부 / 한국에너지공단","효율관리기자재 운용규정 제2026-137호 (2026-05-27)","2026","별표1 전기냉동고","https://eep.energy.or.kr/common/fnc/file_download.aspx?type=pds&code=262","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_OR_MEASUREMENT_REQUIRED""}","공식 대표값 없음 - 실측 권고. 냉동온도·주위온도·성에 및 제상주기 포함 적산 필요.","NO_NUMERIC_VALUE"
"SHOWCASE_POWER_REQUIRED","food_service","refrigerated_showcase","electric_input","cycling","","","W","unavailable","기후에너지환경부 / 한국에너지공단","효율관리기자재 운용규정 제2026-137호 (2026-05-27)","2026","별표1 22 / PDF 140 이후","https://eep.energy.or.kr/common/fnc/file_download.aspx?type=pds&code=262","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_OR_MEASUREMENT_REQUIRED""}","공식 대표값 없음 - 실측 권고. 상업용 냉장진열대 적용범위·문 형식·조명·제상조건 확인.","NO_NUMERIC_VALUE"
"BEVERAGE_POWER_REQUIRED","food_service","beverage_refrigerator","electric_input","cycling","","","W","unavailable","기후에너지환경부 / 한국에너지공단","효율관리기자재 운용규정 제2026-137호 (2026-05-27)","2026","별표1 22","https://eep.energy.or.kr/common/fnc/file_download.aspx?type=pds&code=262","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_OR_MEASUREMENT_REQUIRED""}","공식 대표값 없음 - 실측 권고. 음료 냉장고 명칭만으로 가정용/상업용 분류나 W를 확정하지 않음.","NO_NUMERIC_VALUE"
"ICE_MAKER_POWER_REQUIRED","food_service","ice_maker","electric_input","ice_making","","","W","unavailable","사용자 입력 대기","현장 계측·명판·제조사 문서 수집 필요","","모델별 제조사 사양 수집 필요","","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_OR_MEASUREMENT_REQUIRED""}","공식 대표값 없음 - 실측 권고. 제빙능력 kg/day는 전력 아님. 소비전력·급수온도·주위온도·생산량·재가동 포함 적산 필요.","NO_NUMERIC_VALUE"
"WATER_HEATER_POWER_REQUIRED","food_service","water_heater","electric_input","heating_or_keep_warm","","","W","unavailable","사용자 입력 대기","현장 계측·명판·제조사 문서 수집 필요","","모델별 제조사 사양 수집 필요","","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_OR_MEASUREMENT_REQUIRED""}","공식 대표값 없음 - 실측 권고. 순간식/저탕식 구분. 히터 정격과 보온 운전의 평균전력 구분.","NO_NUMERIC_VALUE"
"MICROWAVE_POWER_REQUIRED","food_service","microwave","electric_input","heating","","","W","unavailable","기후에너지환경부 / 한국에너지공단","대기전력저감 프로그램 운용규정 제2026-25호 (2026-01-23)","2026","별표1·2 13","https://eep.energy.or.kr/common/fnc/file_download.aspx?type=pds&code=238","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""MODEL_OR_MEASUREMENT_REQUIRED""}","공식 대표값 없음 - 실측 권고. 고주파 조리출력 W와 전기 정격입력 W를 구분. 단축 가열시간과 대기시간 별도.","NO_NUMERIC_VALUE"
"DOOR_HEATER_SAVING_RATE_UNAVAILABLE","diagnostic","anti_condensation_door_heater","fixed_saving_rate","improvement","","","ratio","unavailable","사용자 입력 대기","현장 계측·명판·제조사 문서 수집 필요","","현장 진단 항목","","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""NO_VERIFIED_FIXED_SAVING_RATE"",""default_grade"":""D""}","고정 절감률 확보 안 됨. 절감 가능성 발견 → 실측 권고. 결로·제품 보관조건을 유지한 전후 계측.","NO_NUMERIC_VALUE"
"DEFROST_SAVING_RATE_UNAVAILABLE","diagnostic","defrost_heater","fixed_saving_rate","improvement","","","ratio","unavailable","사용자 입력 대기","현장 계측·명판·제조사 문서 수집 필요","","현장 진단 항목","","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""NO_VERIFIED_FIXED_SAVING_RATE"",""default_grade"":""D""}","고정 절감률 확보 안 됨. 절감 가능성 발견 → 실측 권고. 제상주기 및 재냉각 전력까지 포함.","NO_NUMERIC_VALUE"
"RECIRCULATION_SAVING_RATE_UNAVAILABLE","diagnostic","outdoor_unit_heat_recirculation","fixed_saving_rate","improvement","","","ratio","unavailable","사용자 입력 대기","현장 계측·명판·제조사 문서 수집 필요","","현장 진단 항목","","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""NO_VERIFIED_FIXED_SAVING_RATE"",""default_grade"":""D""}","고정 절감률 확보 안 됨. 절감 가능성 발견 → 실측 권고. 외기·냉방부하를 정규화한 전후 비교.","NO_NUMERIC_VALUE"
"BASELOAD_SAVING_RATE_UNAVAILABLE","diagnostic","site_baseload","fixed_saving_rate","improvement","","","ratio","unavailable","사용자 입력 대기","현장 계측·명판·제조사 문서 수집 필요","","현장 진단 항목","","{""schema_version"":""1.0"",""evidence_class"":null,""value_semantics"":""not_available"",""calculation_eligible"":false,""verified_as_of"":""2026-09-16"",""valid_from"":null,""valid_to_exclusive"":null,""reason"":""NO_VERIFIED_FIXED_SAVING_RATE"",""default_grade"":""D""}","고정 절감률 확보 안 됨. 절감 가능성 발견 → 실측 권고. 필수 상시부하를 식별한 회로별 계측.","NO_NUMERIC_VALUE"
"TARIFF_GENERAL_A_I_LV_NONE_BASIC","tariff","general_electricity","basic_rate","monthly","6160","6160","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""LV"",""option"":""NONE"",""region"":""KR"",""requires_asof_revalidation"":true}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_LV_NONE_ALL_SUMMER","tariff","general_electricity","energy_rate","all","132.4","132.4","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""LV"",""option"":""NONE"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_LV_NONE_ALL_SPRING_AUTUMN","tariff","general_electricity","energy_rate","all","91.9","91.9","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""LV"",""option"":""NONE"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_LV_NONE_ALL_WINTER","tariff","general_electricity","energy_rate","all","119","119","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""LV"",""option"":""NONE"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_A_I_BASIC","tariff","general_electricity","basic_rate","monthly","7170","7170","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_I_HV_A_I_ALL_SUMMER","tariff","general_electricity","energy_rate","all","142.6","142.6","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_I"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
